,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124
SAMPLE_333,2242,133,158,104,0,666,1044,0,23,0,139,5,5,79,0,0,1525,0,137,96,362,172,235,223,68,88,0,0,4864,1837,0,0,521,218,884,0,0,0,0,0,2177,0,0,3065,0,0,1115,1559,757,162,753,0,57,616,2872,0,0,0,0,0,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,0,0,376,1285,2857,486,3754,0,1822,360,1990,1845,2658,0,675,0,0,4531,0,272,0,239,0,380,2415,19,0,0,0,0,0,0,0,0,0,116,0,0,482,181,1214,212
SAMPLE_334,440,17,131,60,0,260,456,0,0,0,0,0,0,2357,0,0,0,0,36,17,0,45,52,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,383,457,0,0,0,872,2557,0,0,0,0,1815,507,266,863,16,45,47,25,28,76,284,11,0,0,0,0,2240,729,0,224,251,541,0,186,458,0,628,501,285,434,163,1461,0,686,2375,0,491,0,811,0,497,35,68,0,1067,0,0,1082,311,3219,117,0,0,63,2405,1644,0,690,39
SAMPLE_335,0,0,0,0,0,0,0,650,0,2677,236,259,0,2211,0,0,0,0,45,18,38,51,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,382,431,0,0,0,815,0,4656,7603,136,590,1439,356,269,713,17,33,58,28,19,75,271,10,0,144,1075,1985,0,0,972,756,109,576,0,0,469,0,570,481,268,410,146,1273,0,641,2158,0,429,0,714,0,436,44,64,0,987,0,0,1020,336,2963,343,1063,0,0,0,0,0,0,0
SAMPLE_336,1957,103,140,88,0,562,893,0,21,0,102,3,0,56,0,0,912,333,104,76,311,145,193,160,62,74,0,0,4155,1518,0,0,843,203,621,0,0,174,0,127,1122,0,0,2613,1,0,962,1328,618,143,679,0,50,1036,3035,835,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,2120,2158,0,643,0,885,3777,0,0,0,0,0,5,2401,1,0,0,0,10,0,0,0,0,0,132,0,0,387,154,1060,196
SAMPLE_337,325,0,0,0,0,0,344,379,0,2391,188,277,0,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,34,0,0,5,0,0,0,0,0,226,326,411,0,0,0,0,0,4459,6802,113,591,1290,312,213,675,15,22,55,24,20,71,243,8,0,138,931,1803,0,0,852,687,107,505,0,0,446,0,515,401,241,350,135,1176,0,595,2035,0,367,0,634,0,414,28,57,0,887,0,0,879,293,2620,336,961,0,70,2027,1429,0,568,0
SAMPLE_338,1311,0,0,0,0,0,803,0,13,0,111,2,4,52,0,0,738,561,110,63,269,137,213,180,58,63,0,0,3925,1473,0,0,341,174,897,0,0,0,0,281,0,225,0,2414,0,0,941,1230,587,145,669,0,50,0,1553,0,0,4,3,0,0,2095,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,192,418,1081,2453,437,3287,0,1493,315,1684,1516,2235,0,599,81,0,0,0,0,0,0,0,0,2309,0,0,0,1,0,11,8,9,0,0,124,0,0,342,125,705,0
SAMPLE_339,0,8,165,110,0,664,1039,0,0,0,0,0,0,65,0,0,1520,0,131,109,335,161,234,215,69,84,0,0,4871,1816,0,0,403,224,1125,0,167,597,19,337,0,0,0,0,2,0,1132,1559,775,198,828,0,59,1204,3807,973,0,0,6,0,0,2587,4013,53,118,2650,122,397,296,39,3,21,0,0,15,13,3,654,977,6008,3534,0,0,259,507,1324,2961,531,3907,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,106,124,0,0,27,87,0,6
SAMPLE_340,0,0,0,0,0,0,0,496,0,2273,191,237,0,1844,0,0,0,0,48,24,22,35,38,54,0,0,0,1747,0,0,10,0,189,0,43,279,1877,955,1608,0,0,1952,0,0,0,25,47,75,21,0,21,1,2,234,281,357,0,0,0,706,0,3869,6470,0,0,1389,351,255,654,13,21,49,28,27,63,202,11,0,0,0,0,1730,541,0,163,182,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,931,272,2508,88,0,0,0,0,0,0,0,0
SAMPLE_341,430,26,0,0,0,0,0,539,0,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,0,0,63,0,71,0,71,0,1615,852,1791,0,0,2318,0,0,50,43,0,13,0,0,0,0,0,232,301,384,0,0,0,799,0,4318,6888,165,745,24,0,21,551,13,27,59,28,20,74,225,6,0,42,281,561,833,0,549,673,100,532,0,0,395,0,540,260,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,286,2784,376,734,0,81,2048,1459,0,703,50
SAMPLE_342,0,0,0,0,0,0,0,0,0,0,96,21,6,0,36,0,1247,192,143,80,351,156,255,227,61,88,0,0,4694,1751,0,0,3,220,1358,0,163,615,21,402,0,344,0,2814,0,0,1132,1571,747,198,812,0,0,0,0,0,0,0,0,0,0,2443,3991,72,220,1197,0,0,0,0,0,0,0,0,16,0,1,714,956,5834,3476,0,0,278,539,1317,2962,503,3766,0,1825,359,1947,1876,2623,0,746,0,0,4463,0,248,0,201,0,0,2656,0,0,0,0,10,0,4,3,0,0,148,0,0,26,76,0,0
SAMPLE_343,418,21,0,0,0,0,349,396,0,2442,187,252,0,1844,0,0,0,0,0,0,0,32,35,57,0,0,0,1916,0,0,66,0,30,0,60,311,2006,1072,1786,0,0,2230,0,0,0,0,0,0,0,0,0,0,0,228,331,393,0,0,0,726,0,4252,7067,0,0,1492,432,257,741,16,29,64,22,36,51,269,9,0,0,0,1,1877,604,0,177,196,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2678,145,0,0,66,2048,1369,0,636,33
SAMPLE_344,370,16,111,56,0,222,367,0,0,1887,0,0,0,0,0,0,0,0,58,15,43,50,40,55,0,0,0,0,0,0,2,0,210,0,83,0,1563,913,1795,0,0,2298,0,0,42,48,0,8,0,0,0,0,0,0,0,0,0,0,0,756,0,4490,7295,51,245,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,611,0,167,223,444,0,0,407,0,531,383,252,372,147,1156,0,619,2033,0,414,0,668,0,417,51,50,0,950,0,0,0,0,0,0,0,0,73,2037,1379,0,609,41
SAMPLE_345,2394,127,166,95,0,633,1091,0,17,0,129,6,5,88,0,0,579,1195,0,45,337,151,246,183,0,56,0,0,5044,1915,0,0,262,216,1189,0,209,717,14,425,0,320,0,3133,11,0,885,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805,108,456,267,0,0,0,0,0,23,6,0,374,727,3848,0,1227,0,0,0,0,424,340,2613,0,1715,402,2039,2050,2784,0,811,0,1365,5824,0,344,0,262,0,0,2965,0,0,0,0,3,4,8,0,0,0,0,0,0,461,0,1251,255
SAMPLE_346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1139,0,0,159,46,196,124,43,76,0,0,4240,1655,0,0,617,177,727,0,124,424,19,264,281,0,0,0,0,0,1007,1380,682,143,739,0,41,1103,3204,823,0,0,0,0,0,2195,3459,32,30,2397,104,342,269,40,7,17,0,0,8,6,1,632,859,5175,3120,0,0,0,0,1080,2269,430,3128,0,1523,178,829,0,0,0,0,0,1065,5073,0,316,0,382,0,1186,0,81,0,0,0,10,2,4,0,0,6,0,0,0,0,0,0,0
SAMPLE_347,2329,109,0,0,0,0,961,0,19,0,129,4,4,81,0,0,1407,115,0,0,0,0,0,0,0,0,0,0,4764,1757,0,0,623,0,852,0,180,659,0,419,0,379,0,2911,11,0,880,0,422,0,246,0,25,0,0,4,0,20,0,6,0,2500,4052,59,83,2654,117,419,291,55,15,15,0,0,6,7,2,700,919,5819,3524,0,0,251,527,1214,3020,514,3867,0,1843,0,0,2436,2526,0,749,0,1265,5679,0,316,0,253,333,0,0,0,0,0,0,0,0,0,0,0,68,126,0,0,506,192,1167,244
SAMPLE_348,398,26,0,0,0,0,339,372,0,2360,191,251,0,1886,0,0,0,0,50,17,30,48,44,65,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,12,46,0,0,749,0,4193,6563,127,564,1259,344,207,620,11,33,60,21,23,54,209,0,0,0,0,0,0,0,0,0,263,0,0,0,397,0,500,393,239,329,129,1132,0,550,1856,0,364,0,632,0,407,37,40,0,878,0,0,838,261,2547,299,928,0,72,1950,1313,0,614,33
SAMPLE_349,441,24,0,0,0,0,345,397,0,2420,180,246,0,1930,0,0,0,0,55,24,43,30,32,65,0,0,0,1885,0,0,37,0,100,0,77,341,2041,1076,1809,0,0,2259,0,0,0,40,42,89,35,0,17,2,0,242,360,370,0,0,0,760,0,4379,6952,149,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,219,37,38,0,950,0,0,909,283,2784,335,612,0,66,2007,1389,0,616,60
SAMPLE_350,0,0,173,82,0,272,422,0,0,2310,208,230,0,2300,0,0,0,0,44,13,0,52,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2077,0,0,2534,0,0,57,50,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5126,8059,0,0,325,113,0,0,0,0,37,0,28,62,270,0,0,0,1044,2031,0,0,944,770,107,619,0,0,504,0,583,490,270,420,168,1331,0,748,2298,0,470,0,761,0,500,40,60,0,1051,0,0,1042,311,3200,331,887,0,93,2373,1301,0,0,0
SAMPLE_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,0,149,94,374,208,251,168,0,69,0,0,4887,1859,0,0,617,222,997,0,80,254,5,160,1264,0,0,3155,1,0,1175,1570,731,229,837,0,61,612,3014,0,0,0,5,0,0,2544,4185,54,67,2630,108,460,267,0,0,0,0,0,9,10,0,698,973,6084,3566,0,0,283,522,1364,3110,535,3932,0,1876,361,2092,1931,2755,0,725,0,1349,6120,0,345,0,477,0,1470,0,89,0,0,0,0,0,0,0,0,62,132,0,0,0,0,0,0
SAMPLE_352,527,25,0,0,0,0,383,434,0,2743,250,283,0,2212,0,0,0,0,55,23,43,43,46,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,49,83,32,0,23,0,0,0,187,0,53,0,0,0,0,4983,7890,152,632,1471,415,222,767,21,37,53,27,20,62,281,10,53,179,1354,2109,0,0,913,741,101,601,0,0,0,0,0,0,0,0,0,1009,0,637,2172,0,408,0,721,0,471,42,67,0,1079,0,0,993,346,3047,351,1136,0,77,2231,1630,0,690,56
SAMPLE_353,2367,132,151,115,0,653,1081,0,27,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137,4,0,1184,1568,779,183,832,0,56,1179,3713,972,0,0,1,0,0,2497,4059,71,153,2603,141,411,286,36,4,9,0,0,15,9,2,736,998,5794,3593,0,0,259,544,1295,3084,501,3962,0,1869,372,2024,1946,2685,0,777,0,1342,5776,0,358,0,357,0,465,2294,26,0,0,8,0,6,7,6,15,103,133,0,0,528,166,1203,221
SAMPLE_354,2245,114,139,92,0,623,941,0,22,0,109,4,4,73,0,0,457,1189,0,0,0,0,0,0,0,0,0,0,3967,0,0,0,1868,0,1,0,170,623,0,406,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,134,419,316,37,12,19,0,0,15,6,2,697,916,5564,3289,0,0,0,412,1232,2768,458,3567,0,1810,365,1909,1774,2597,0,657,0,1278,5601,0,322,0,342,0,437,2171,13,0,0,3,0,9,11,7,0,0,127,0,0,486,172,1119,216
SAMPLE_355,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,2366,1304,2063,0,0,2570,0,0,51,35,0,8,1,0,0,0,0,303,349,476,0,0,0,942,2584,0,0,41,23,1808,503,273,853,14,26,59,40,27,70,290,17,0,0,0,1,2240,755,0,219,236,500,0,154,549,0,632,504,315,450,174,1451,0,735,2342,0,519,0,766,0,491,44,56,0,1105,0,0,1128,311,3363,112,0,0,89,2533,1578,0,649,0
SAMPLE_356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,88,0,0,0,80,357,2353,1230,2111,0,0,2539,0,0,0,45,60,80,26,0,15,3,1,300,377,463,0,0,0,908,0,5045,8171,153,698,1534,448,254,774,14,26,70,24,27,85,311,14,38,208,1361,2263,0,0,945,781,150,641,0,247,430,0,641,489,274,385,157,1408,0,714,2381,0,450,0,729,0,494,42,50,0,1078,0,0,1064,331,3317,394,1132,0,0,0,0,0,0,0
SAMPLE_357,2228,125,162,124,0,670,1071,0,20,0,119,14,0,7,29,0,61,1750,149,56,346,186,252,222,66,85,0,0,5120,1824,0,0,951,211,732,0,190,664,0,450,0,351,0,2959,3,0,1208,1593,780,194,857,0,46,1258,3681,1010,0,1,4,0,0,2415,4169,154,567,1225,145,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,0,0,0,0,12,0,0,0,56,291,138,0,0,534,173,1265,246
SAMPLE_358,481,22,0,0,0,0,416,421,0,2784,222,297,0,2113,0,0,0,0,48,30,39,39,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,4942,7756,0,0,1718,463,279,809,19,38,57,26,33,75,252,10,0,0,0,1,2206,638,0,205,236,462,0,0,499,0,582,463,306,415,167,1397,0,640,2267,0,436,0,693,0,486,34,52,0,1091,0,0,1004,302,3039,113,0,0,89,2279,1550,0,732,48
SAMPLE_359,290,0,0,0,0,0,315,349,0,2453,209,703,0,0,72,0,0,0,57,12,22,51,32,67,0,0,0,1851,0,0,18,0,171,0,63,315,1969,1012,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,30,73,268,10,0,138,980,1803,0,0,850,667,108,526,0,0,401,0,546,405,249,384,136,1188,0,608,1996,0,358,0,687,0,435,31,37,0,944,0,0,884,282,2654,260,744,0,66,1979,1374,0,566,0
SAMPLE_360,450,18,0,0,0,0,381,393,0,2606,207,245,0,2093,0,0,0,0,59,24,35,38,33,71,0,0,0,2042,0,0,52,0,40,0,68,359,2102,1159,1889,0,0,0,0,61,0,17,57,84,30,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,59,239,4,0,30,200,395,981,0,469,676,90,584,0,0,417,0,548,418,261,380,146,1245,0,287,541,0,0,0,0,0,0,0,0,0,1038,0,0,587,0,2456,334,351,0,65,2138,1353,0,612,53
SAMPLE_361,459,22,0,0,0,0,323,377,0,2483,198,686,0,0,0,98,19,0,0,14,30,38,34,64,0,0,0,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,4292,6800,145,546,1284,354,214,682,17,22,36,23,24,50,221,8,49,168,1142,1879,0,0,544,0,355,514,0,0,465,0,561,399,235,386,136,1199,0,615,1967,0,372,0,654,0,435,39,44,0,916,0,0,897,286,2727,305,981,0,70,1962,1395,0,620,48
SAMPLE_362,439,18,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,0,0,25,10,44,0,6,36,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,0,0,0,40,33,56,0,0,0,0,0,111,0,305,0,0,0,751,0,4143,6537,142,564,1246,325,223,634,9,0,26,0,0,0,0,0,153,185,1122,1769,0,0,727,640,0,0,0,0,413,0,528,392,211,292,0,942,0,525,1794,0,396,0,602,0,406,0,50,0,899,0,0,879,290,2661,268,943,0,68,1878,1260,0,579,31
SAMPLE_363,0,0,0,75,0,623,1044,0,0,0,0,0,0,56,0,0,1342,0,58,33,0,105,205,170,59,94,0,0,4445,1764,0,0,522,186,896,0,70,237,5,142,1110,0,0,0,1,0,1046,1469,620,185,756,0,56,1120,3338,934,0,19,0,3,0,0,0,0,963,0,126,0,0,0,0,0,0,0,20,10,0,697,874,5522,3264,0,0,0,0,0,0,283,2092,0,1480,361,1794,1735,2527,0,720,0,1215,5401,0,346,0,282,0,445,2249,28,0,0,0,0,8,11,9,0,238,0,0,0,0,0,0,0
SAMPLE_364,352,17,0,0,0,0,329,353,0,2260,168,240,0,1787,0,0,0,0,32,11,32,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,191,0,41,0,0,0,0,4079,6301,122,538,1191,309,200,620,12,28,42,21,33,57,213,11,38,161,1051,1684,0,0,818,644,109,459,0,0,387,0,500,363,201,261,0,887,0,494,1758,0,399,0,629,0,393,29,69,192,0,406,0,964,279,2509,297,877,0,59,1767,1208,0,576,47
SAMPLE_365,139,3,66,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,24,39,52,44,56,0,0,0,2221,0,0,55,0,75,0,83,0,1672,1027,1969,0,0,2453,0,0,0,51,53,93,36,0,30,2,0,246,363,441,1,0,0,0,0,5236,8340,0,772,0,0,0,0,0,0,0,0,0,60,274,14,61,182,1409,2159,0,0,0,0,0,0,0,0,0,0,0,96,62,305,333,1332,0,693,2323,0,445,0,726,0,460,40,58,0,1071,0,0,1016,332,3035,356,1092,0,0,0,29,3,58,13
SAMPLE_366,0,0,0,0,0,642,1005,0,22,0,133,5,4,77,0,0,456,1146,112,65,312,171,289,231,69,94,0,0,4651,1784,0,0,243,202,1143,0,0,0,0,86,1529,0,0,2930,1,0,1059,1472,747,204,772,0,60,1175,3518,986,0,6,3,0,0,2405,3901,30,18,2710,152,476,262,31,9,25,0,0,19,7,2,656,900,5728,3410,0,0,225,392,1178,2307,146,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,0,12,0,0,0,0,0,0,0
SAMPLE_367,352,14,0,0,0,0,305,295,0,2101,169,234,0,1642,0,0,0,0,40,11,34,0,9,39,0,0,0,1685,0,0,63,0,0,0,56,270,1774,923,1509,0,0,1921,0,0,0,32,43,61,27,0,16,4,0,189,278,337,0,0,0,641,0,3642,5943,0,0,1291,363,190,582,10,16,32,0,0,0,0,0,0,0,0,0,0,0,698,559,0,0,0,0,291,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1702,1181,0,571,43
SAMPLE_368,0,0,0,0,0,0,0,0,0,0,0,0,0,2212,0,0,0,0,60,22,42,44,52,86,0,0,0,2310,0,0,103,0,0,0,0,0,0,0,0,0,0,2587,0,0,4,0,45,51,30,0,16,3,2,280,381,469,1,0,0,886,2480,0,0,246,868,26,0,12,0,19,33,52,33,34,81,289,10,0,0,1,7,1375,0,412,812,142,662,0,276,441,0,621,364,207,95,0,0,0,0,1705,0,430,0,749,0,544,35,52,0,1113,0,0,1108,307,3146,403,722,0,0,0,0,0,0,0
SAMPLE_369,2357,119,145,115,0,634,1019,0,26,0,117,2,7,97,0,0,294,1587,0,0,0,95,206,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,277,0,3061,1,0,960,986,0,0,0,0,12,1258,3746,1030,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,1,720,916,6027,3742,0,0,246,499,1294,3083,505,4033,0,1879,0,0,2568,2609,0,757,0,1395,5982,0,324,0,335,0,536,2463,32,0,0,1,0,6,4,8,12,58,124,0,0,499,182,1290,233
SAMPLE_370,0,0,165,114,0,716,1086,0,24,0,112,1,6,89,0,0,669,1027,87,39,303,0,0,0,0,0,0,0,0,0,0,0,0,231,1385,0,148,451,13,277,590,0,0,0,0,0,1179,1421,589,0,0,0,8,1295,3869,1081,0,33,0,3,0,2513,4361,38,67,1851,0,300,195,38,10,15,0,0,14,3,0,743,983,6301,3709,0,0,257,471,1406,3148,529,4060,0,1895,389,2109,1977,2750,0,810,0,1317,6171,0,357,0,358,0,477,2506,41,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_371,1866,90,129,75,0,536,919,0,17,0,93,2,3,45,0,0,1202,0,114,94,319,136,189,191,60,86,0,0,3963,1460,0,0,688,199,687,0,168,568,7,318,0,341,0,2367,0,0,935,1233,640,137,675,0,52,1011,2894,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,785,4940,2835,0,0,212,400,1084,2450,433,3203,0,1520,0,0,0,0,0,0,0,0,3726,0,200,0,224,0,314,1905,25,0,0,0,12,0,0,0,6,66,106,0,0,447,131,993,211
SAMPLE_372,0,0,0,0,0,0,0,0,0,2287,187,220,0,2150,0,0,0,0,61,18,50,42,45,73,0,0,0,2191,0,0,53,0,80,0,80,399,2195,1227,1933,0,0,0,0,0,46,36,0,5,0,0,0,0,0,0,163,0,51,0,0,812,0,4893,7650,154,663,1470,376,212,741,0,0,0,0,22,65,261,8,0,0,3,7,2078,690,0,189,206,456,0,0,499,0,603,439,262,424,174,1292,0,0,0,0,0,0,0,0,51,0,30,0,1066,0,0,978,326,3009,352,354,0,0,0,0,0,0,0
SAMPLE_373,0,0,0,0,0,0,0,0,15,0,105,2,5,58,0,0,1371,0,131,69,302,159,213,177,60,86,0,0,3618,0,0,0,780,207,680,0,66,223,3,109,1240,0,0,2783,0,0,1050,1424,663,192,722,0,60,0,0,0,0,0,5,0,0,2241,3624,17,17,2441,85,347,279,42,0,16,0,0,11,6,1,0,109,0,336,1618,372,0,318,1142,2596,464,3438,0,1608,0,1533,1608,2110,0,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_374,2511,118,173,155,0,670,1162,0,18,0,141,23,2,0,36,0,1555,0,160,116,362,186,250,220,77,86,0,0,5276,2030,0,0,275,236,1264,0,229,673,24,437,0,395,0,3182,0,0,1220,1771,850,201,924,0,66,1387,4089,1094,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,1921,2756,0,765,0,1435,6215,0,392,0,349,0,555,2601,31,0,0,0,14,0,0,0,13,66,142,0,0,536,174,1278,222
SAMPLE_375,2195,111,128,99,0,624,931,0,14,0,106,3,6,79,0,0,352,1265,117,70,307,160,251,215,72,83,0,0,4620,1661,0,0,883,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1232,3593,975,0,1,3,0,0,0,0,0,0,0,0,0,0,30,9,22,0,0,15,7,2,661,928,5668,3255,0,0,0,318,1105,2208,68,973,88,0,320,1476,0,1509,143,543,0,1131,5202,0,238,0,0,0,0,2574,0,0,0,0,14,0,0,0,0,0,0,0,0,391,0,1201,242
SAMPLE_376,423,17,0,0,0,0,384,358,0,2331,168,217,0,1857,0,0,21,0,0,0,14,0,4,0,0,0,0,1811,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268,6558,0,0,1475,417,223,634,25,27,41,37,38,48,219,8,0,0,0,2,1879,538,0,179,192,399,0,0,396,0,508,376,235,358,129,1063,0,591,1861,0,351,0,617,0,396,32,63,0,848,0,0,868,275,2592,98,0,0,72,1923,1333,0,616,34
SAMPLE_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,0,0,4637,1749,0,0,646,204,885,0,102,339,16,210,771,0,0,3036,5,0,888,0,467,494,516,0,42,1129,3642,961,0,15,3,2,0,2507,3973,38,29,2693,114,385,264,40,10,16,0,0,8,10,2,718,961,5787,3302,0,0,271,478,1261,2988,493,3719,0,1898,386,2021,1853,2552,0,716,0,1338,5705,0,316,0,324,0,471,2299,33,0,0,1,0,15,10,9,0,11,0,0,0,0,0,0,0
SAMPLE_378,409,14,0,0,0,0,341,357,0,2428,182,245,0,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,45,0,64,0,49,0,1463,887,1728,0,0,2191,0,0,0,44,54,61,27,0,15,5,0,247,301,350,0,0,0,741,0,4240,6985,195,712,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,404,0,343,325,166,1193,0,574,1969,0,381,0,606,0,415,34,52,0,881,0,0,841,274,2614,334,988,0,53,1900,1337,0,611,43
SAMPLE_379,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,1,1909,140,52,363,166,241,175,0,80,0,0,4922,1849,0,0,1009,241,725,0,0,618,0,409,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2331,4110,55,136,2650,119,434,260,40,8,18,0,0,17,5,0,716,959,6123,3537,0,0,0,60,0,443,330,2626,0,1637,389,1977,1941,2727,0,710,0,1382,5982,0,348,0,497,0,1432,0,150,192,0,0,4,0,1,7,28,102,144,0,0,37,97,0,0
SAMPLE_380,2243,135,138,110,0,626,1037,0,17,0,119,5,5,75,0,0,60,1707,138,44,363,158,239,217,77,84,0,0,4668,1771,0,0,21,208,1271,0,194,666,24,394,0,366,0,2730,0,0,1135,1535,704,234,808,0,50,1233,3576,967,0,7,6,0,0,2312,3812,294,1170,0,0,0,0,0,0,0,0,0,0,0,4,729,967,5824,3379,0,0,0,371,1237,2808,511,3724,0,1850,155,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,123,0,0,502,197,1084,226
